,timestamp,CONTAINER ID,source,id,CPU (%),MEM USAGE,LIMIT,MEM %,NET IN,NET OUT,BLOCK IN,BLOCK OUT,PIDS
0,13:05:53,2b471b444d82,docker_redis_8,8,0.25,1.7815306240000002,419.4304,0.42%,0.00231,0.0,0.516,0.0,4
1,13:05:53,5b14c4e2f46d,docker_redis_4,4,0.20,2.0730347520000003,419.4304,0.49%,0.00289,0.0,0.582,0.0,4
2,13:05:53,936f11287628,docker_redis_1,1,0.23,1.589641216,419.4304,0.38%,0.00218,0.0,0.0369,0.0,4
3,13:05:53,d2e37911903e,docker_redis_3,3,0.22,1.839202304,419.4304,0.44%,0.00258,0.0,0.446,0.0,4
4,13:05:53,bc96d76a6453,docker_redis_10,10,0.16,1.728053248,419.4304,0.41%,0.00231,0.0,0.532,0.0,4
5,13:05:53,80bc429e9629,docker_redis_7,7,0.23,1.613758464,419.4304,0.38%,0.00231,0.0,0.0246,0.0,4
6,13:05:53,60ed8708d6b7,docker_redis_6,6,0.24,1.941962752,419.4304,0.46%,0.00258,0.0,0.635,0.0,4
7,13:05:53,766a89baad06,docker_redis_2,2,0.24,1.589641216,419.4304,0.38%,0.00231,0.0,0.0,0.0,4
8,13:05:53,f2be4665b0e0,docker_redis_9,9,0.17,1.613758464,419.4304,0.38%,0.00231,0.0,0.344,0.0,4
9,13:05:53,a257192a5a2f,docker_redis_5,5,0.24,1.601175552,419.4304,0.38%,0.00231,0.0,0.188,0.0,4
10,13:05:55,2b471b444d82,docker_redis_8,8,0.20,1.77733632,419.4304,0.42%,0.00258,0.0,0.516,0.0,4
11,13:05:55,5b14c4e2f46d,docker_redis_4,4,0.20,2.0730347520000003,419.4304,0.49%,0.00309,0.0,0.582,0.0,4
12,13:05:55,936f11287628,docker_redis_1,1,0.18,1.589641216,419.4304,0.38%,0.00238,0.0,0.0369,0.0,4
13,13:05:55,d2e37911903e,docker_redis_3,3,0.21,1.839202304,419.4304,0.44%,0.00258,0.0,0.446,0.0,4
14,13:05:55,bc96d76a6453,docker_redis_10,10,0.17,1.728053248,419.4304,0.41%,0.00258,0.0,0.532,0.0,4
15,13:05:55,80bc429e9629,docker_redis_7,7,0.17,1.613758464,419.4304,0.38%,0.00258,0.0,0.0246,0.0,4
16,13:05:55,60ed8708d6b7,docker_redis_6,6,0.20,1.941962752,419.4304,0.46%,0.00258,0.0,0.635,0.0,4
17,13:05:55,766a89baad06,docker_redis_2,2,0.20,1.589641216,419.4304,0.38%,0.00258,0.0,0.0,0.0,4
18,13:05:55,f2be4665b0e0,docker_redis_9,9,0.16,1.613758464,419.4304,0.38%,0.00258,0.0,0.344,0.0,4
19,13:05:55,a257192a5a2f,docker_redis_5,5,0.19,1.601175552,419.4304,0.38%,0.00258,0.0,0.188,0.0,4
20,13:05:56,2b471b444d82,docker_redis_8,8,0.17,1.77733632,419.4304,0.42%,0.00258,0.0,0.516,0.0,4
21,13:05:56,5b14c4e2f46d,docker_redis_4,4,0.17,2.0730347520000003,419.4304,0.49%,0.00309,0.0,0.582,0.0,4
22,13:05:56,936f11287628,docker_redis_1,1,0.16,1.589641216,419.4304,0.38%,0.00245,0.0,0.0369,0.0,4
23,13:05:56,d2e37911903e,docker_redis_3,3,0.17,1.839202304,419.4304,0.44%,0.00258,0.0,0.446,0.0,4
24,13:05:56,bc96d76a6453,docker_redis_10,10,0.14,1.728053248,419.4304,0.41%,0.00258,0.0,0.532,0.0,4
25,13:05:56,80bc429e9629,docker_redis_7,7,0.14,1.613758464,419.4304,0.38%,0.00258,0.0,0.0246,0.0,4
26,13:05:56,60ed8708d6b7,docker_redis_6,6,0.17,1.941962752,419.4304,0.46%,0.00258,0.0,0.635,0.0,4
27,13:05:56,766a89baad06,docker_redis_2,2,0.16,1.589641216,419.4304,0.38%,0.00258,0.0,0.0,0.0,4
28,13:05:56,f2be4665b0e0,docker_redis_9,9,0.14,1.613758464,419.4304,0.38%,0.00258,0.0,0.344,0.0,4
29,13:05:56,a257192a5a2f,docker_redis_5,5,0.17,1.601175552,419.4304,0.38%,0.00258,0.0,0.188,0.0,4
30,13:05:57,2b471b444d82,docker_redis_8,8,0.19,1.77733632,419.4304,0.42%,0.00258,0.0,0.516,0.0,4
31,13:05:57,5b14c4e2f46d,docker_redis_4,4,0.21,2.0730347520000003,419.4304,0.49%,0.00309,0.0,0.582,0.0,4
32,13:05:57,936f11287628,docker_redis_1,1,0.20,1.589641216,419.4304,0.38%,0.00245,0.0,0.0369,0.0,4
33,13:05:57,d2e37911903e,docker_redis_3,3,0.17,1.839202304,419.4304,0.44%,0.00269,0.0,0.446,0.0,4
34,13:05:57,bc96d76a6453,docker_redis_10,10,0.16,1.728053248,419.4304,0.41%,0.00258,0.0,0.532,0.0,4
35,13:05:57,80bc429e9629,docker_redis_7,7,0.15,1.613758464,419.4304,0.38%,0.00258,0.0,0.0246,0.0,4
36,13:05:57,60ed8708d6b7,docker_redis_6,6,0.22,2.0730347520000003,419.4304,0.49%,0.00269,0.0,0.635,0.0,4
37,13:05:57,766a89baad06,docker_redis_2,2,0.21,1.589641216,419.4304,0.38%,0.00258,0.0,0.0,0.0,4
38,13:05:57,f2be4665b0e0,docker_redis_9,9,0.16,1.613758464,419.4304,0.38%,0.00258,0.0,0.344,0.0,4
39,13:05:57,a257192a5a2f,docker_redis_5,5,0.21,1.601175552,419.4304,0.38%,0.00258,0.0,0.188,0.0,4
40,13:05:58,2b471b444d82,docker_redis_8,8,0.21,1.7815306240000002,419.4304,0.42%,0.00269,0.0,0.516,0.0,4
41,13:05:58,5b14c4e2f46d,docker_redis_4,4,0.22,2.0730347520000003,419.4304,0.49%,0.0032,0.0,0.582,0.0,4
42,13:05:58,936f11287628,docker_redis_1,1,0.19,1.589641216,419.4304,0.38%,0.00256,0.0,0.0369,0.0,4
43,13:05:58,d2e37911903e,docker_redis_3,3,0.21,1.839202304,419.4304,0.44%,0.00269,0.0,0.446,0.0,4
44,13:05:58,bc96d76a6453,docker_redis_10,10,0.16,1.728053248,419.4304,0.41%,0.00269,0.0,0.532,0.0,4
45,13:05:58,80bc429e9629,docker_redis_7,7,0.16,1.613758464,419.4304,0.38%,0.00269,0.0,0.0246,0.0,4
46,13:05:58,60ed8708d6b7,docker_redis_6,6,0.20,1.941962752,419.4304,0.46%,0.00269,0.0,0.635,0.0,4
47,13:05:58,766a89baad06,docker_redis_2,2,0.21,1.589641216,419.4304,0.38%,0.00269,0.0,0.0,0.0,4
48,13:05:58,f2be4665b0e0,docker_redis_9,9,0.17,1.613758464,419.4304,0.38%,0.00269,0.0,0.344,0.0,4
49,13:05:58,a257192a5a2f,docker_redis_5,5,0.21,1.601175552,419.4304,0.38%,0.00269,0.0,0.188,0.0,4
50,13:05:59,2b471b444d82,docker_redis_8,8,0.22,1.7815306240000002,419.4304,0.42%,0.00269,0.0,0.516,0.0,4
51,13:05:59,5b14c4e2f46d,docker_redis_4,4,0.21,2.0730347520000003,419.4304,0.49%,0.0032,0.0,0.582,0.0,4
