,timestamp,mem_total,mem_used,mem_free,mem_shared,mem_cache,mem_available,swap_total,swap_used,swap_free
0,20:18:13,16229428,1697860,12953272,257632,1578296,14322.569216,2097148,0,2097148
1,20:18:14,16229428,1692328,12959180,257496,1577920,14328.639487999999,2097148,0,2097148
2,20:18:15,16229428,1697420,12953336,257972,1578672,14322.671616,2097148,0,2097148
3,20:18:16,16229428,1698632,12952816,257516,1577980,14322.163712,2097148,0,2097148
4,20:18:17,16229428,1697924,12953240,257776,1578264,14322.622464,2097148,0,2097148
5,20:18:18,16229428,1697188,12953980,257752,1578260,14323.400704,2097148,0,2097148
6,20:18:19,16229428,1700912,12951176,256816,1577340,14320.545791999999,2097148,0,2097148
7,20:18:20,16229428,1700944,12950248,257724,1578236,14319.599616,2097148,0,2097148
8,20:18:21,16229428,1700572,12951124,257204,1577732,14320.513024,2097148,0,2097148
9,20:18:22,16229428,1697316,12953260,258292,1578852,14322.733056,2097148,0,2097148
10,20:18:23,16229428,1700132,12951100,257356,1578196,14320.541696,2097148,0,2097148
11,20:18:24,16229428,1696240,12954640,257952,1578548,14324.18304,2097148,0,2097148
12,20:18:25,16229428,1697976,12952152,258424,1579300,14321.655808,2097148,0,2097148
13,20:18:26,16229428,1703452,12947380,257696,1578596,14316.793856,2097148,0,2097148
14,20:18:28,16229428,1715852,12935204,257700,1578372,14304.3584,2097148,0,2097148
15,20:18:29,16229428,1757220,12893640,257876,1578568,14261.817344,2097148,0,2097148
16,20:18:30,16229428,1813864,12837092,257504,1578472,14203.928576,2097148,0,2097148
17,20:18:31,16229428,1878724,12771028,258948,1579676,14136.299519999999,2097148,0,2097148
18,20:18:32,16229428,1914552,12735652,258216,1579224,14100.094975999998,2097148,0,2097148
19,20:18:33,16229428,1939272,12711452,257912,1578704,14075.359231999999,2097148,0,2097148
20,20:18:34,16229428,1992572,12658500,257564,1578356,14021.136384,2097148,0,2097148
21,20:18:35,16229428,2020876,12629724,258020,1578828,13991.686144,2097148,0,2097148
22,20:18:36,16229428,2065508,12584660,258432,1579260,13945.561087999999,2097148,0,2097148
23,20:18:37,16229428,2067028,12583852,257696,1578548,13944.758272,2097148,0,2097148
24,20:18:38,16229428,2066084,12585152,257320,1578192,13946.109951999999,2097148,0,2097148
25,20:18:39,16229428,2064896,12586180,257460,1578352,13947.183104,2097148,0,2097148
26,20:18:40,16229428,2065776,12584884,257860,1578768,13945.872384,2097148,0,2097148
27,20:18:41,16229428,2064728,12586032,257744,1578668,13947.06432,2097148,0,2097148
28,20:18:42,16229428,2064864,12586328,257280,1578236,13947.392,2097148,0,2097148
29,20:18:43,16229428,2063784,12587516,257144,1578128,13948.637184,2097148,0,2097148
30,20:18:44,16229428,2063492,12587468,257468,1578468,13948.612608,2097148,0,2097148
31,20:18:45,16229428,2065788,12584872,257492,1578768,13945.970688,2097148,0,2097148
32,20:18:46,16229428,2066180,12584700,257512,1578548,13945.81504,2097148,0,2097148
33,20:18:47,16229428,2064320,12586484,257560,1578624,13947.662336,2097148,0,2097148
34,20:18:48,16229428,2062680,12588124,257544,1578624,13949.366272,2097148,0,2097148
35,20:18:49,16229428,2061756,12589304,257012,1578368,13950.590976,2097148,0,2097148
36,20:18:50,16229428,2065664,12584628,258016,1579136,13945.827328,2097148,0,2097148
37,20:18:51,16229428,2064168,12585916,258076,1579344,13947.297792,2097148,0,2097148
