,timestamp,procs_r,procs_b,mem_swpd,mem_free,mem_buff,mem_cache,swap_si,swap_so,io_bi,io_bo,sys_in,sys_cs,cpu_us,cpu_sy,cpu_id,cpu_wa,cpu_st
0,12:22:03,21,0,0,11424.312,91460,1690448,0,0,36,17,693,164,77,2,20,1,0
1,12:22:04,20,0,0,11425.932,91460,1691044,0,0,36,17,693,164,77,2,20,1,0
2,12:22:05,20,0,0,11426.208,91460,1690820,0,0,36,17,693,164,77,2,20,1,0
3,12:22:07,20,0,0,11406.08,91460,1697644,0,0,36,17,693,164,77,2,20,1,0
4,12:22:08,20,0,0,11407.34,91468,1697028,0,0,36,17,693,164,77,2,20,1,0
5,12:22:09,21,0,0,11402.616,91468,1695564,0,0,36,17,693,164,77,2,20,1,0
6,12:22:10,20,0,0,11404.396,91468,1693956,0,0,36,17,693,164,77,2,20,1,0
7,12:22:11,20,0,0,11418.604,91468,1693544,0,0,36,17,693,164,77,2,20,1,0
8,12:22:13,20,0,0,11421.32,91476,1690472,0,0,36,17,693,164,77,2,20,1,0
9,12:22:14,21,0,0,11421.88,91476,1690544,0,0,36,17,693,164,77,2,20,1,0
10,12:22:15,20,0,0,11424.328,91476,1690696,0,0,36,17,693,164,77,2,20,1,0
11,12:22:16,20,0,0,11428.052,91484,1690912,0,0,36,17,692,164,77,2,20,1,0
12,12:22:17,20,0,0,11337.536,91484,1690684,0,0,36,17,692,164,77,2,20,1,0
13,12:22:19,22,0,0,11265.268,91492,1687492,0,0,36,17,692,164,77,2,20,1,0
14,12:22:20,21,0,0,11203.576,91492,1690908,0,0,36,17,692,164,77,2,20,1,0
15,12:22:21,22,0,0,11141.968,91492,1691256,0,0,36,17,693,165,77,2,20,1,0
16,12:22:22,20,0,0,10909.152,91492,1691796,0,0,36,17,693,165,77,2,20,1,0
17,12:22:23,20,0,0,10797.408,91492,1688504,0,0,36,17,693,166,77,2,20,1,0
18,12:22:25,21,0,0,10749.2,91500,1691760,0,0,36,17,693,166,77,2,20,1,0
19,12:22:26,20,0,0,10611.584,91500,1691648,0,0,36,17,693,167,77,2,20,1,0
20,12:22:27,20,0,0,10575.804,91508,1691428,0,0,36,17,693,167,77,2,20,1,0
21,12:22:28,20,0,0,10496.204,91508,1688800,0,0,36,17,693,168,77,2,20,1,0
22,12:22:29,22,0,0,10321.184,91516,1691700,0,0,36,17,693,168,77,2,20,1,0
23,12:22:31,22,0,0,10240.844,91516,1692296,0,0,36,17,693,169,77,2,20,1,0
24,12:22:32,20,0,0,10163.832,91516,1691560,0,0,36,17,694,170,77,2,20,1,0
25,12:22:33,20,0,0,10023.644,91516,1691480,0,0,36,17,694,170,77,2,20,1,0
26,12:22:34,20,1,0,9985.816,91524,1687976,0,0,36,17,694,171,77,2,20,1,0
27,12:22:35,21,0,0,9955.84,91524,1691388,0,0,36,17,694,171,77,2,20,1,0
28,12:22:37,20,0,0,9956.008,91524,1691636,0,0,36,17,694,172,77,2,20,1,0
29,12:22:38,22,0,0,9955.52,91524,1691612,0,0,36,17,694,172,77,2,20,1,0
30,12:22:39,20,0,0,9952.136,91524,1688348,0,0,36,17,694,173,77,2,20,1,0
31,12:22:40,21,0,0,9950.44,91532,1691412,0,0,36,17,694,173,77,2,20,1,0
32,12:22:41,22,0,0,9948.808,91532,1691860,0,0,36,17,694,174,77,2,20,1,0
33,12:22:43,20,0,0,9948.372,91532,1691704,0,0,36,17,694,174,77,2,20,1,0
34,12:22:44,20,0,0,9954.828,91532,1688476,0,0,36,17,695,174,77,2,20,1,0
35,12:22:45,21,0,0,9954.0,91540,1688404,0,0,36,17,695,175,77,2,20,1,0
36,12:22:46,22,0,0,9946.78,91540,1694428,0,0,36,17,695,175,77,2,20,1,0
37,12:22:47,21,0,0,9947.844,91540,1693436,0,0,36,17,695,176,77,2,20,1,0
38,12:22:49,20,0,0,9948.344,91540,1692508,0,0,36,17,695,176,77,2,20,1,0
39,12:22:50,21,0,0,9950.092,91540,1690408,0,0,36,17,695,176,77,2,20,1,0
40,12:22:51,22,0,0,9947.912,91548,1693364,0,0,36,17,695,177,77,2,20,1,0
41,12:22:52,20,0,0,9945.636,91548,1693764,0,0,36,17,695,178,77,2,20,1,0
