,instance,"OVERALL, RunTime(ms)","OVERALL, Throughput(ops/sec)","TOTAL_GCS_G1_Young_Generation, Count","TOTAL_GC_TIME_G1_Young_Generation, Time(ms)","TOTAL_GC_TIME_%_G1_Young_Generation, Time(%)","TOTAL_GCS_G1_Old_Generation, Count","TOTAL_GC_TIME_G1_Old_Generation, Time(ms)","TOTAL_GC_TIME_%_G1_Old_Generation, Time(%)","TOTAL_GCs, Count","TOTAL_GC_TIME, Time(ms)","TOTAL_GC_TIME_%, Time(%)","READ, Operations","READ, AverageLatency(us)","READ, MinLatency(us)","READ, MaxLatency(us)","READ, 95thPercentileLatency(us)","READ, 99thPercentileLatency(us)","READ, Return=OK","READ, Return=ERROR","CLEANUP, Operations","CLEANUP, AverageLatency(us)","CLEANUP, MinLatency(us)","CLEANUP, MaxLatency(us)","CLEANUP, 95thPercentileLatency(us)","CLEANUP, 99thPercentileLatency(us)","READ-FAILED, Operations","READ-FAILED, AverageLatency(us)","READ-FAILED, MinLatency(us)","READ-FAILED, MaxLatency(us)","READ-FAILED, 95thPercentileLatency(us)","READ-FAILED, 99thPercentileLatency(us)","INSERT, Operations","INSERT, AverageLatency(us)","INSERT, MinLatency(us)","INSERT, MaxLatency(us)","INSERT, 95thPercentileLatency(us)","INSERT, 99thPercentileLatency(us)","INSERT, Return=OK",source
0,docker_6379i,10398.0,96.17234083477592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,5967.821428571428,2744.0,8663.0,7675.0,8503.0,84.0,414.0,1.0,1245.0,1245.0,1245.0,1245.0,1245.0,414.0,6703.125603864734,3092.0,113151.0,8911.0,29727.0,502.0,12981.035856573706,6964.0,152575.0,16039.0,33023.0,502.0,docker
1,docker_6379i,10431.0,95.86808551433228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,6046.679012345679,3082.0,10935.0,8119.0,8935.0,81.0,409.0,1.0,1328.0,1328.0,1328.0,1328.0,1328.0,409.0,6559.875305623472,2652.0,197631.0,8519.0,11111.0,510.0,13318.396078431373,5952.0,183167.0,16359.0,34559.0,510.0,docker
2,docker_6379i,10521.0,95.047999239616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,5827.841463414634,2930.0,8575.0,8007.0,8527.0,82.0,386.0,1.0,1267.0,1267.0,1267.0,1267.0,1267.0,386.0,6630.142487046632,3492.0,79295.0,9271.0,25231.0,532.0,13738.586466165414,7348.0,461311.0,17007.0,37791.0,532.0,docker
3,docker_6379i,10484.0,95.38344143456696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,6280.486842105263,3080.0,15911.0,8279.0,10143.0,76.0,430.0,1.0,1323.0,1323.0,1323.0,1323.0,1323.0,430.0,6510.804651162791,3052.0,96831.0,8871.0,16111.0,494.0,12940.1012145749,6484.0,110399.0,16103.0,36543.0,494.0,docker
4,docker_6379i,10759.0,92.94544102611766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,5995.541666666667,3338.0,9503.0,7563.0,9031.0,96.0,403.0,1.0,1512.0,1512.0,1512.0,1512.0,1512.0,403.0,6984.511166253102,2608.0,196991.0,8455.0,10391.0,501.0,12689.880239520959,7268.0,86719.0,16015.0,23567.0,501.0,docker
5,docker_6379i,10484.0,95.38344143456696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,6279.1621621621625,2860.0,10439.0,8511.0,9359.0,74.0,440.0,1.0,1202.0,1202.0,1202.0,1202.0,1202.0,440.0,6565.068181818182,2910.0,108095.0,8455.0,13855.0,486.0,13249.732510288066,7236.0,109375.0,16143.0,59711.0,486.0,docker
6,docker_6379i,10892.0,91.8105031215571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,6486.957746478874,3134.0,34751.0,8671.0,9815.0,71.0,465.0,1.0,1332.0,1332.0,1332.0,1332.0,1332.0,465.0,6751.109677419355,2922.0,92735.0,9167.0,21343.0,464.0,14103.780172413793,7232.0,645119.0,16055.0,42975.0,464.0,docker
7,docker_6379i,10022.0,99.78048293753741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,5966.823529411765,4172.0,10959.0,7899.0,8855.0,102.0,388.0,1.0,1896.0,1896.0,1896.0,1896.0,1896.0,388.0,6285.05412371134,2300.0,116671.0,8239.0,13743.0,510.0,12585.796078431373,6464.0,258943.0,15423.0,32159.0,510.0,docker
8,docker_6379i,9542.0,104.7998323202683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,5991.604651162791,3294.0,8903.0,7715.0,8115.0,86.0,417.0,1.0,1381.0,1381.0,1381.0,1381.0,1381.0,417.0,6384.918465227818,2009.0,51103.0,8583.0,21647.0,497.0,12374.77263581489,5772.0,136447.0,15591.0,18543.0,497.0,docker
9,docker_6379i,10188.0,98.15469179426776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,6259.577464788732,3698.0,10375.0,8215.0,8503.0,71.0,438.0,1.0,1463.0,1463.0,1463.0,1463.0,1463.0,438.0,6669.458904109589,2540.0,162047.0,8487.0,16159.0,491.0,12640.892057026476,7800.0,121535.0,16271.0,21887.0,491.0,docker
10,docker_6379i,10544.0,94.84066767830045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,6452.569892473119,2862.0,31743.0,7775.0,8919.0,93.0,389.0,1.0,1253.0,1253.0,1253.0,1253.0,1253.0,389.0,6597.40616966581,3028.0,163711.0,8295.0,9767.0,518.0,12935.193050193051,6572.0,180863.0,16431.0,30063.0,518.0,docker
11,docker_6379i,10819.0,92.42998428690267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,6015.202898550725,3222.0,10319.0,7803.0,8599.0,69.0,405.0,1.0,2009.0,2009.0,2009.0,2009.0,2009.0,405.0,6674.0,2806.0,75967.0,8487.0,32591.0,526.0,12742.992395437263,5672.0,249727.0,16039.0,26463.0,526.0,docker
12,docker_6379i,10164.0,98.38646202282565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6217.5375,4002.0,11775.0,8759.0,9751.0,80.0,412.0,1.0,1231.0,1231.0,1231.0,1231.0,1231.0,412.0,6313.67718446602,3162.0,78463.0,8143.0,19423.0,508.0,12500.779527559054,6796.0,126911.0,15823.0,26479.0,508.0,docker
13,docker_6379i,10417.0,95.99692809830086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,5818.297029702971,2998.0,10127.0,7383.0,9087.0,101.0,409.0,1.0,1340.0,1340.0,1340.0,1340.0,1340.0,409.0,6545.481662591687,2936.0,81407.0,9223.0,17935.0,490.0,12870.497959183673,6336.0,120383.0,16287.0,32223.0,490.0,docker
