,instance,"OVERALL, RunTime(ms)","OVERALL, Throughput(ops/sec)","TOTAL_GCS_G1_Young_Generation, Count","TOTAL_GC_TIME_G1_Young_Generation, Time(ms)","TOTAL_GC_TIME_%_G1_Young_Generation, Time(%)","TOTAL_GCS_G1_Old_Generation, Count","TOTAL_GC_TIME_G1_Old_Generation, Time(ms)","TOTAL_GC_TIME_%_G1_Old_Generation, Time(%)","TOTAL_GCs, Count","TOTAL_GC_TIME, Time(ms)","TOTAL_GC_TIME_%, Time(%)","READ, Operations","READ, AverageLatency(us)","READ, MinLatency(us)","READ, MaxLatency(us)","READ, 95thPercentileLatency(us)","READ, 99thPercentileLatency(us)","READ, Return=OK","READ, Return=ERROR","CLEANUP, Operations","CLEANUP, AverageLatency(us)","CLEANUP, MinLatency(us)","CLEANUP, MaxLatency(us)","CLEANUP, 95thPercentileLatency(us)","CLEANUP, 99thPercentileLatency(us)","INSERT, Operations","INSERT, AverageLatency(us)","INSERT, MinLatency(us)","INSERT, MaxLatency(us)","INSERT, 95thPercentileLatency(us)","INSERT, 99thPercentileLatency(us)","INSERT, Return=OK","READ-FAILED, Operations","READ-FAILED, AverageLatency(us)","READ-FAILED, MinLatency(us)","READ-FAILED, MaxLatency(us)","READ-FAILED, 95thPercentileLatency(us)","READ-FAILED, 99thPercentileLatency(us)",source
0,docker_6379i,11057.0,90.44044496698923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,6548.373737373738,3504.0,9719.0,8495.0,9431.0,99.0,419.0,1.0,1627.0,1627.0,1627.0,1627.0,1627.0,482.0,14294.153526970955,7296.0,241663.0,17919.0,52735.0,482.0,419.0,6506.801909307876,2770.0,39103.0,8927.0,13815.0,docker
1,docker_6379i,10467.0,95.53835865099838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,6285.231707317073,3540.0,17311.0,8999.0,11895.0,82.0,382.0,1.0,1259.0,1259.0,1259.0,1259.0,1259.0,536.0,13160.861940298508,6796.0,288255.0,16751.0,37311.0,536.0,382.0,6411.261780104712,3108.0,116287.0,8375.0,11647.0,docker
2,docker_6379i,11155.0,89.64589870013447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,5758.720930232558,3036.0,11831.0,7107.0,8871.0,86.0,443.0,1.0,1564.0,1564.0,1564.0,1564.0,1564.0,471.0,13164.450106157112,7640.0,132735.0,16159.0,50879.0,471.0,443.0,6511.7516930022575,2990.0,103935.0,8847.0,20671.0,docker
3,docker_6379i,10883.0,91.88642837452909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,7312.9277108433735,3512.0,78015.0,8751.0,11687.0,83.0,409.0,1.0,1268.0,1268.0,1268.0,1268.0,1268.0,508.0,12987.295275590552,7280.0,100991.0,16335.0,28559.0,508.0,409.0,6765.887530562347,2988.0,223999.0,8359.0,10679.0,docker
4,docker_6379i,10621.0,94.15309292910273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,6219.21359223301,2870.0,9975.0,8767.0,9767.0,103.0,368.0,1.0,1246.0,1246.0,1246.0,1246.0,1246.0,529.0,12661.689981096408,8032.0,52223.0,15535.0,19695.0,529.0,368.0,6457.739130434783,2648.0,45311.0,8155.0,10455.0,docker
5,docker_6379i,10567.0,94.63423866754992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,6204.48,3574.0,12639.0,8839.0,9559.0,75.0,419.0,1.0,1446.0,1446.0,1446.0,1446.0,1446.0,506.0,12888.245059288538,7204.0,42911.0,17327.0,26959.0,506.0,419.0,6588.429594272076,3184.0,66815.0,8655.0,11671.0,docker
6,docker_6379i,10618.0,94.17969485778866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,6100.7411764705885,3648.0,10647.0,9151.0,10231.0,85.0,414.0,1.0,1226.0,1226.0,1226.0,1226.0,1226.0,501.0,12748.818363273453,8000.0,135423.0,16559.0,24751.0,501.0,414.0,6564.649758454107,2786.0,82623.0,8551.0,20591.0,docker
7,docker_6379i,11149.0,89.6941429724639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,5965.126582278481,3396.0,10823.0,7803.0,8663.0,79.0,406.0,1.0,2145.0,2144.0,2145.0,2145.0,2145.0,515.0,13095.825242718447,7124.0,129983.0,15847.0,36927.0,515.0,406.0,7107.869458128079,2752.0,319999.0,8783.0,23391.0,docker
8,docker_6379i,10838.0,92.26794611551946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,6721.567010309278,3128.0,58367.0,8415.0,9295.0,97.0,400.0,1.0,1253.0,1253.0,1253.0,1253.0,1253.0,503.0,12852.751491053677,7000.0,223743.0,16127.0,26111.0,503.0,400.0,6537.555,2602.0,136447.0,8823.0,17599.0,docker
9,docker_6379i,11165.0,89.56560680698611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,6182.297619047619,3560.0,10455.0,8167.0,9479.0,84.0,430.0,1.0,1273.0,1273.0,1273.0,1273.0,1273.0,486.0,12772.275720164609,7080.0,61215.0,16639.0,33279.0,486.0,430.0,7153.9,2636.0,280575.0,8855.0,19775.0,docker
