,timestamp,CONTAINER ID,source,id,CPU (%),MEM USAGE,LIMIT,MEM %,NET IN,NET OUT,BLOCK IN,BLOCK OUT,PIDS
0,00:05:12,2bd0d756a19a,docker_redis_1,1,0.22,2.735734784,209.7152,1.30%,0.00619,0.0,3.18,0.0,4
1,00:05:13,2bd0d756a19a,docker_redis_1,1,0.19,2.735734784,209.7152,1.30%,0.0063,0.0,3.18,0.0,4
2,00:05:14,2bd0d756a19a,docker_redis_1,1,0.18,2.735734784,209.7152,1.30%,0.0064,0.0,3.18,0.0,4
3,00:05:15,2bd0d756a19a,docker_redis_1,1,0.19,2.735734784,209.7152,1.30%,0.0064,0.0,3.18,0.0,4
4,00:05:16,2bd0d756a19a,docker_redis_1,1,0.22,2.735734784,209.7152,1.30%,0.0064,0.0,3.18,0.0,4
5,00:05:17,2bd0d756a19a,docker_redis_1,1,0.16,2.735734784,209.7152,1.30%,0.0064,0.0,3.18,0.0,4
6,00:05:18,2bd0d756a19a,docker_redis_1,1,0.19,2.735734784,209.7152,1.30%,0.0064,0.0,3.18,0.0,4
7,00:05:19,2bd0d756a19a,docker_redis_1,1,0.20,2.735734784,209.7152,1.30%,0.0064,0.0,3.18,0.0,4
8,00:05:20,2bd0d756a19a,docker_redis_1,1,0.19,2.735734784,209.7152,1.30%,0.0064,0.0,3.18,0.0,4
9,00:05:21,2bd0d756a19a,docker_redis_1,1,0.20,2.735734784,209.7152,1.30%,0.0064,0.0,3.18,0.0,4
10,00:05:22,2bd0d756a19a,docker_redis_1,1,0.18,2.735734784,209.7152,1.30%,0.0064,0.0,3.18,0.0,4
11,00:05:23,2bd0d756a19a,docker_redis_1,1,0.20,2.735734784,209.7152,1.30%,0.0064,0.0,3.18,0.0,4
12,00:05:24,2bd0d756a19a,docker_redis_1,1,3.26,2.891972608,209.7152,1.38%,0.146,0.0186,3.19,0.0,4
13,00:05:25,2bd0d756a19a,docker_redis_1,1,5.34,3.010461696,209.7152,1.44%,0.502,0.0657,3.19,0.0,4
14,00:05:26,2bd0d756a19a,docker_redis_1,1,7.91,3.18242816,209.7152,1.52%,1.0,0.152,3.19,0.0,4
15,00:05:28,2bd0d756a19a,docker_redis_1,1,8.26,3.2768,209.7152,1.56%,1.66,0.274,3.19,0.0,4
16,00:05:29,2bd0d756a19a,docker_redis_1,1,9.28,3.522166784,209.7152,1.68%,2.42,0.425,3.19,0.0,4
17,00:05:30,2bd0d756a19a,docker_redis_1,1,10.01,3.534749696,209.7152,1.69%,3.32,0.606,3.19,0.0,4
18,00:05:31,2bd0d756a19a,docker_redis_1,1,10.40,3.641704448,209.7152,1.74%,4.33,0.827,3.19,0.0,4
19,00:05:32,2bd0d756a19a,docker_redis_1,1,11.17,3.78011648,209.7152,1.80%,5.47,1.07,3.19,0.0,4
20,00:05:33,2bd0d756a19a,docker_redis_1,1,11.16,3.8912655359999997,209.7152,1.86%,6.7,1.35,3.19,0.0,4
21,00:05:34,2bd0d756a19a,docker_redis_1,1,11.62,3.927965696,209.7152,1.87%,7.88,1.65,3.19,0.0,4
22,00:05:35,2bd0d756a19a,docker_redis_1,1,10.61,3.936354304,209.7152,1.88%,9.0,1.93,3.19,0.0,4
23,00:05:36,2bd0d756a19a,docker_redis_1,1,12.21,4.08420352,209.7152,1.95%,10.2,2.18,3.19,0.0,4
24,00:05:37,2bd0d756a19a,docker_redis_1,1,10.75,4.091543552,209.7152,1.95%,12.6,2.75,3.19,0.0,4
25,00:05:38,2bd0d756a19a,docker_redis_1,1,9.28,3.973054464,209.7152,1.89%,13.8,3.04,3.19,0.0,4
26,00:05:39,2bd0d756a19a,docker_redis_1,1,11.69,3.96886016,209.7152,1.89%,15.0,3.32,3.19,0.0,4
27,00:05:40,2bd0d756a19a,docker_redis_1,1,11.19,3.98983168,209.7152,1.90%,16.1,3.58,3.19,0.0,4
28,00:05:41,2bd0d756a19a,docker_redis_1,1,12.52,4.018143232,209.7152,1.92%,17.4,3.87,3.19,0.0,4
29,00:05:42,2bd0d756a19a,docker_redis_1,1,11.56,4.022337536,209.7152,1.92%,18.6,4.16,3.19,0.0,4
30,00:05:43,2bd0d756a19a,docker_redis_1,1,11.35,4.034920448,209.7152,1.92%,19.8,4.44,3.19,0.0,4
31,00:05:44,2bd0d756a19a,docker_redis_1,1,11.33,4.063232,209.7152,1.94%,20.9,4.72,3.19,0.0,4
32,00:05:45,2bd0d756a19a,docker_redis_1,1,9.85,4.194304,209.7152,2.00%,22.0,4.97,3.19,0.0,4
33,00:05:46,2bd0d756a19a,docker_redis_1,1,11.44,4.039114752,209.7152,1.93%,23.1,5.25,3.19,0.0,4
34,00:05:47,2bd0d756a19a,docker_redis_1,1,11.06,4.039114752,209.7152,1.93%,24.2,5.5,3.19,0.0,4
35,00:05:48,2bd0d756a19a,docker_redis_1,1,8.50,4.039114752,209.7152,1.93%,25.3,5.76,3.19,0.0,4
36,00:05:49,2bd0d756a19a,docker_redis_1,1,10.76,4.039114752,209.7152,1.93%,26.4,6.02,3.19,0.0,4
37,00:05:50,2bd0d756a19a,docker_redis_1,1,10.48,4.039114752,209.7152,1.93%,27.4,6.24,3.19,0.0,4
38,00:05:51,2bd0d756a19a,docker_redis_1,1,10.02,4.039114752,209.7152,1.93%,28.4,6.49,3.19,0.0,4
39,00:05:52,2bd0d756a19a,docker_redis_1,1,10.49,4.02653184,209.7152,1.92%,29.4,6.72,3.19,0.0,4
40,00:05:54,2bd0d756a19a,docker_redis_1,1,9.25,4.161798144,209.7152,1.98%,30.5,6.98,3.19,0.0,4
41,00:05:55,2bd0d756a19a,docker_redis_1,1,10.54,4.034920448,209.7152,1.92%,31.6,7.24,3.19,0.0,4
42,00:05:56,2bd0d756a19a,docker_redis_1,1,10.31,4.034920448,209.7152,1.92%,32.7,7.47,3.19,0.0,4
43,00:05:57,2bd0d756a19a,docker_redis_1,1,9.80,4.165992448,209.7152,1.99%,33.6,7.71,3.19,0.0,4
44,00:05:58,2bd0d756a19a,docker_redis_1,1,9.78,4.039114752,209.7152,1.93%,34.6,7.95,3.19,0.0,4
45,00:05:59,2bd0d756a19a,docker_redis_1,1,11.02,4.17333248,209.7152,1.99%,35.7,8.21,3.19,0.0,4
46,00:06:00,2bd0d756a19a,docker_redis_1,1,11.37,4.046454784,209.7152,1.93%,36.8,8.46,3.19,0.0,4
