,instance,"OVERALL, RunTime(ms)","OVERALL, Throughput(ops/sec)","TOTAL_GCS_G1_Young_Generation, Count","TOTAL_GC_TIME_G1_Young_Generation, Time(ms)","TOTAL_GC_TIME_%_G1_Young_Generation, Time(%)","TOTAL_GCS_G1_Old_Generation, Count","TOTAL_GC_TIME_G1_Old_Generation, Time(ms)","TOTAL_GC_TIME_%_G1_Old_Generation, Time(%)","TOTAL_GCs, Count","TOTAL_GC_TIME, Time(ms)","TOTAL_GC_TIME_%, Time(%)","READ, Operations","READ, AverageLatency(us)","READ, MinLatency(us)","READ, MaxLatency(us)","READ, 95thPercentileLatency(us)","READ, 99thPercentileLatency(us)","READ, Return=OK","READ, Return=ERROR","CLEANUP, Operations","CLEANUP, AverageLatency(us)","CLEANUP, MinLatency(us)","CLEANUP, MaxLatency(us)","CLEANUP, 95thPercentileLatency(us)","CLEANUP, 99thPercentileLatency(us)","INSERT, Operations","INSERT, AverageLatency(us)","INSERT, MinLatency(us)","INSERT, MaxLatency(us)","INSERT, 95thPercentileLatency(us)","INSERT, 99thPercentileLatency(us)","INSERT, Return=OK","READ-FAILED, Operations","READ-FAILED, AverageLatency(us)","READ-FAILED, MinLatency(us)","READ-FAILED, MaxLatency(us)","READ-FAILED, 95thPercentileLatency(us)","READ-FAILED, 99thPercentileLatency(us)",source
0,docker_6379i,10264.0,97.42790335151987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,6791.53164556962,3012.0,36607.0,9215.0,21183.0,79.0,426.0,1.0,1265.0,1265.0,1265.0,1265.0,1265.0,495.0,13523.947474747474,7304.0,197119.0,16103.0,39455.0,495.0,426.0,6331.927230046948,3188.0,59295.0,8623.0,11679.0,docker
1,docker_6379i,10418.0,95.9877135726627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,6157.680555555556,3940.0,9367.0,8767.0,9295.0,72.0,457.0,1.0,1318.0,1318.0,1318.0,1318.0,1318.0,471.0,12443.609341825902,5892.0,76863.0,15679.0,23519.0,471.0,457.0,6828.551422319475,2724.0,134527.0,8367.0,17231.0,docker
2,docker_6379i,11546.0,86.61008141347654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,6779.777777777777,3530.0,12071.0,9031.0,10591.0,90.0,408.0,1.0,1379.0,1379.0,1379.0,1379.0,1379.0,502.0,14734.390438247012,8736.0,180863.0,17807.0,33375.0,502.0,408.0,7238.294117647059,3484.0,49887.0,9719.0,22111.0,docker
3,docker_6379i,10856.0,92.11495946941784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,7086.2558139534885,4300.0,29599.0,9343.0,21311.0,86.0,407.0,1.0,1218.0,1218.0,1218.0,1218.0,1218.0,507.0,12785.254437869822,7372.0,175999.0,16847.0,25039.0,507.0,407.0,6572.260442260443,2880.0,104639.0,8359.0,15295.0,docker
4,docker_6379i,10505.0,95.19276534983341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,6012.9078947368425,4038.0,10599.0,7623.0,8863.0,76.0,427.0,1.0,1305.0,1305.0,1305.0,1305.0,1305.0,497.0,12545.319919517102,7268.0,60095.0,16511.0,28447.0,497.0,427.0,6715.6018735362995,2804.0,244735.0,8367.0,11719.0,docker
5,docker_6379i,10774.0,92.81603861147207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,6010.949367088608,3740.0,12359.0,7807.0,9663.0,79.0,404.0,1.0,1363.0,1363.0,1363.0,1363.0,1363.0,517.0,12676.576402321083,7308.0,93887.0,16351.0,22911.0,517.0,404.0,7899.096534653465,2768.0,267775.0,8671.0,53855.0,docker
6,docker_6379i,10375.0,96.3855421686747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,6299.529411764706,3134.0,13679.0,8631.0,10855.0,85.0,423.0,1.0,1335.0,1335.0,1335.0,1335.0,1335.0,492.0,12641.142276422765,7412.0,97407.0,15871.0,25935.0,492.0,423.0,6677.524822695035,2788.0,71423.0,9327.0,14575.0,docker
7,docker_6379i,10922.0,91.55832265152902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5983.073684210526,3572.0,9999.0,8759.0,9991.0,95.0,374.0,1.0,1387.0,1387.0,1387.0,1387.0,1387.0,531.0,12782.308851224105,6504.0,81407.0,15999.0,36095.0,531.0,374.0,6987.5,3038.0,87743.0,9015.0,37759.0,docker
8,docker_6379i,10166.0,98.3671060397403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,6050.238095238095,3350.0,30831.0,8127.0,9207.0,84.0,448.0,1.0,1528.0,1528.0,1528.0,1528.0,1528.0,468.0,12689.363247863248,6548.0,47231.0,16607.0,23247.0,468.0,448.0,6901.357142857143,2996.0,91327.0,9039.0,35359.0,docker
9,docker_6379i,10536.0,94.91268033409264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,6449.914634146341,3582.0,29167.0,8479.0,9759.0,82.0,439.0,1.0,1303.0,1303.0,1303.0,1303.0,1303.0,479.0,12808.939457202505,7416.0,51487.0,15943.0,28047.0,479.0,439.0,6758.271070615034,3406.0,127807.0,8871.0,14567.0,docker
