,timestamp,procs_r,procs_b,mem_swpd,mem_free,mem_buff,mem_cache,swap_si,swap_so,io_bi,io_bo,sys_in,sys_cs,cpu_us,cpu_sy,cpu_id,cpu_wa,cpu_st
0,20:34:18,22,0,0,11142.28,93272,1784032,0,0,15,10,74,5,93,4,3,1,0
1,20:34:19,20,0,0,11140.828,93272,1782704,0,0,15,10,74,5,93,4,3,1,0
2,20:34:20,20,0,0,11142.396,93272,1782184,0,0,15,10,74,5,93,4,3,1,0
3,20:34:22,20,0,0,11147.856,93272,1778836,0,0,15,10,74,5,93,4,3,1,0
4,20:34:23,21,0,0,11146.8,93284,1781856,0,0,15,10,74,5,93,4,3,1,0
5,20:34:24,20,0,0,11143.112,93284,1782616,0,0,15,10,74,5,93,4,3,1,0
6,20:34:25,20,0,0,11142.988,93284,1782664,0,0,15,10,74,5,93,4,3,1,0
7,20:34:26,20,0,0,11143.776,93284,1782424,0,0,15,10,74,5,93,4,3,1,0
8,20:34:28,20,0,0,11146.8,93292,1779136,0,0,15,10,74,5,93,4,3,1,0
9,20:34:29,20,0,0,11145.544,93292,1783212,0,0,15,10,74,5,93,4,3,1,0
10,20:34:30,20,0,0,11146.704,93292,1783764,0,0,15,10,74,6,93,4,3,1,0
11,20:34:31,20,0,0,11150.18,93292,1783296,0,0,15,10,74,6,93,4,3,1,0
12,20:34:32,20,0,0,11153.352,93292,1779136,0,0,15,10,74,6,93,4,3,1,0
13,20:34:34,21,0,0,11150.1,93304,1782476,0,0,15,10,74,6,93,4,3,1,0
14,20:34:35,20,0,0,11139.9,93304,1782932,0,0,15,10,75,6,93,4,3,1,0
15,20:34:36,20,0,0,11128.788,93304,1783388,0,0,15,10,75,6,93,4,3,1,0
16,20:34:37,21,0,0,11091.06,93304,1783432,0,0,15,10,75,6,93,4,3,1,0
17,20:34:38,22,0,0,11053.052,93312,1780048,0,0,15,10,75,6,93,4,3,1,0
18,20:34:39,21,0,0,10947.904,93312,1784960,0,0,15,10,75,6,93,4,3,1,0
19,20:34:41,20,0,0,10862.728,93312,1784696,0,0,15,10,75,6,93,4,3,1,0
20,20:34:42,21,0,0,10658.796,93312,1783464,0,0,15,10,75,7,93,4,3,1,0
21,20:34:43,21,0,0,10575.048,93320,1780400,0,0,15,10,75,7,93,4,3,1,0
22,20:34:44,22,0,0,10405.728,93328,1784620,0,0,15,10,75,8,93,4,3,1,0
23,20:34:45,20,0,0,10296.484,93328,1784332,0,0,15,10,76,8,93,4,3,1,0
24,20:34:47,20,0,0,10194.292,93328,1783100,0,0,15,10,76,8,93,4,3,1,0
25,20:34:48,23,0,0,10053.664,93328,1779916,0,0,15,10,76,9,93,4,3,1,0
26,20:34:49,21,0,0,9952.52,93336,1782828,0,0,15,10,76,9,93,4,3,1,0
27,20:34:50,20,0,0,9817.868,93336,1785920,0,0,15,10,76,10,93,4,3,1,0
28,20:34:51,20,0,0,9764.884,93336,1785016,0,0,15,10,77,10,93,4,3,1,0
29,20:34:53,21,0,0,9712.084,93336,1783872,0,0,15,10,77,10,93,4,3,1,0
30,20:34:54,20,1,0,9665.776,93344,1780780,0,0,15,10,77,11,93,4,3,1,0
31,20:34:55,21,0,0,9662.828,93344,1784292,0,0,15,10,77,11,93,4,3,1,0
32,20:34:56,20,0,0,9665.5,93344,1784476,0,0,15,10,77,11,93,4,3,1,0
33,20:34:58,20,0,0,9666.512,93344,1783276,0,0,15,10,77,11,93,4,3,1,0
34,20:34:59,20,0,0,9669.708,93344,1780420,0,0,15,10,77,12,93,4,3,1,0
35,20:35:00,23,0,0,9672.42,93352,1783192,0,0,15,10,78,12,93,4,3,1,0
36,20:35:01,20,0,0,9667.072,93352,1783904,0,0,15,10,78,12,93,4,3,1,0
37,20:35:02,22,0,0,9666.96,93352,1783816,0,0,15,10,78,12,93,4,3,1,0
38,20:35:03,20,0,0,9666.376,93352,1783520,0,0,15,10,78,13,93,4,3,1,0
39,20:35:05,21,0,0,9668.492,93360,1780232,0,0,15,10,78,13,93,4,3,1,0
40,20:35:06,20,0,0,9663.316,93360,1784468,0,0,15,10,78,13,93,4,3,1,0
41,20:35:07,21,0,0,9666.012,93360,1784952,0,0,15,10,78,13,93,4,3,1,0
42,20:35:08,21,0,0,9666.264,93360,1784444,0,0,15,10,78,14,93,4,3,1,0
43,20:35:09,21,1,0,9670.592,93360,1780364,0,0,15,10,79,14,93,4,3,1,0
44,20:35:11,23,0,0,9667.432,93368,1783736,0,0,15,10,79,14,93,4,3,1,0
45,20:35:12,20,0,0,9661.988,93368,1784264,0,0,15,10,79,14,93,4,3,1,0
46,20:35:13,20,0,0,9661.212,93368,1784592,0,0,15,10,79,15,93,4,3,1,0
47,20:35:14,20,0,0,9663.136,93368,1781612,0,0,15,10,79,15,93,4,3,1,0
48,20:35:15,21,0,0,9665.044,93376,1781456,0,0,15,10,79,15,93,4,3,1,0
49,20:35:17,25,0,0,9661.576,93376,1784520,0,0,15,10,79,15,93,4,3,1,0
50,20:35:18,20,0,0,9662.276,93376,1784556,0,0,15,10,80,16,93,4,3,1,0
51,20:35:19,20,0,0,9650.42,93376,1784288,0,0,15,10,80,16,93,4,3,1,0
52,20:35:20,23,0,0,9653.536,93376,1780964,0,0,15,10,80,16,93,4,3,1,0
53,20:35:21,21,0,0,9650.6,93384,1784144,0,0,15,10,80,16,93,4,3,1,0
54,20:35:23,20,0,0,9649.448,93384,1784636,0,0,15,10,80,17,93,4,3,1,0
55,20:35:24,20,0,0,9658.404,93384,1784432,0,0,15,10,80,17,93,4,3,1,0
56,20:35:25,20,0,0,9661.832,93384,1781268,0,0,15,10,80,17,93,4,3,1,0
