,timestamp,procs_r,procs_b,mem_swpd,mem_free,mem_buff,mem_cache,swap_si,swap_so,io_bi,io_bo,sys_in,sys_cs,cpu_us,cpu_sy,cpu_id,cpu_wa,cpu_st
0,18:41:09,2,0,0,13230.708,81928,1527656,0,0,66,13,487,939,20,1,76,3,0
1,18:41:10,2,0,0,13232.968,81928,1524528,0,0,66,13,487,939,20,1,76,3,0
2,18:41:11,3,0,0,13233.268,81928,1523484,0,0,66,13,487,939,20,1,76,3,0
3,18:41:12,2,0,0,13223.792,81928,1529232,0,0,66,13,487,938,20,1,76,3,0
4,18:41:13,2,1,0,13224.54,81936,1528668,0,0,66,13,486,938,20,1,76,3,0
5,18:41:14,4,0,0,13225.832,81936,1527800,0,0,66,13,486,938,21,1,76,3,0
6,18:41:15,2,0,0,13229.488,81936,1523964,0,0,66,13,486,937,21,1,76,3,0
7,18:41:16,2,0,0,13230.704,81936,1523632,0,0,66,13,486,937,21,1,76,3,0
8,18:41:17,2,0,0,13228.084,81936,1527648,0,0,66,13,486,937,21,1,76,3,0
9,18:41:18,2,1,0,13227.832,81944,1527572,0,0,66,13,486,936,21,1,76,3,0
10,18:41:19,2,0,0,13228.88,81944,1526392,0,0,66,13,486,936,21,1,76,3,0
11,18:41:20,2,0,0,13233.416,81944,1523440,0,0,66,13,485,936,21,1,76,3,0
12,18:41:21,3,0,0,13234.84,81944,1523192,0,0,66,13,485,935,21,1,76,3,0
13,18:41:23,2,0,0,13219.892,81944,1527284,0,0,66,13,485,935,21,1,76,3,0
14,18:41:24,2,1,0,13203.736,81952,1527140,0,0,66,13,485,935,21,1,76,3,0
15,18:41:25,2,0,0,13195.344,81952,1527064,0,0,66,13,485,935,21,1,76,3,0
16,18:41:26,2,0,0,13164.988,81952,1523456,0,0,66,13,486,936,21,1,76,3,0
17,18:41:27,3,0,0,13142.688,81952,1523472,0,0,66,13,486,936,21,1,76,3,0
18,18:41:28,5,0,0,13126.204,81952,1527492,0,0,65,13,486,937,21,1,76,3,0
19,18:41:29,2,0,0,13104.26,81964,1527208,0,0,65,13,486,937,21,1,76,3,0
20,18:41:30,2,0,0,13100.588,81964,1524024,0,0,65,13,487,938,21,1,76,3,0
21,18:41:31,4,0,0,13085.232,81964,1523472,0,0,65,13,487,938,21,1,76,3,0
22,18:41:32,2,0,0,13076.84,81964,1526600,0,0,65,13,487,939,21,1,76,3,0
23,18:41:33,2,0,0,13078.108,81964,1529948,0,0,65,13,487,939,21,1,76,3,0
24,18:41:34,2,0,0,13078.776,81976,1528556,0,0,65,13,487,940,21,1,76,3,0
25,18:41:35,3,0,0,13082.596,81976,1524724,0,0,65,13,488,940,21,1,76,3,0
26,18:41:36,2,0,0,13082.42,81976,1524332,0,0,65,13,488,940,21,1,76,3,0
27,18:41:37,2,0,0,13078.096,81976,1527752,0,0,65,13,488,940,21,1,76,3,0
28,18:41:38,6,0,0,13078.136,81976,1528372,0,0,65,13,488,941,21,1,76,3,0
29,18:41:39,2,1,0,13078.784,81984,1527356,0,0,65,13,488,941,21,1,76,3,0
30,18:41:40,2,0,0,13080.84,81984,1524048,0,0,65,13,488,941,21,1,76,3,0
31,18:41:41,2,0,0,13081.3,81984,1523976,0,0,65,13,488,941,21,1,76,3,0
32,18:41:42,3,0,0,13080.22,81984,1527124,0,0,65,13,488,942,21,1,76,3,0
33,18:41:43,2,0,0,13079.472,81984,1527876,0,0,65,13,489,942,21,1,76,3,0
34,18:41:44,2,2,0,13079.512,81992,1527636,0,0,65,13,489,942,21,1,76,3,0
35,18:41:45,3,0,0,13085.2,81992,1524128,0,0,65,13,489,943,21,1,76,3,0
36,18:41:46,2,0,0,13081.04,81992,1523792,0,0,65,13,489,943,21,1,76,3,0
37,18:41:47,2,0,0,13070.004,81992,1527264,0,0,65,13,489,944,21,1,76,3,0
38,18:41:48,2,0,0,13067.06,81992,1530132,0,0,65,13,490,944,21,1,76,3,0
39,18:41:49,3,1,0,13069.096,82000,1528940,0,0,65,13,490,945,21,1,76,3,0
40,18:41:50,2,0,0,13072.112,82000,1525896,0,0,65,13,490,945,21,1,76,3,0
41,18:41:51,2,0,0,13074.54,82000,1524672,0,0,65,13,490,945,21,1,76,3,0
42,18:41:52,2,0,0,13071.888,82000,1527992,0,0,65,13,490,946,21,1,76,3,0
43,18:41:53,2,0,0,13071.368,82000,1530024,0,0,65,13,490,946,21,1,76,3,0
44,18:41:54,2,1,0,13069.464,82008,1528968,0,0,65,13,491,946,21,1,76,3,0
45,18:41:55,2,0,0,13072.932,82008,1525068,0,0,65,13,491,947,21,1,76,3,0
46,18:41:56,2,0,0,13073.28,82008,1524696,0,0,65,12,491,947,21,1,76,3,0
47,18:41:57,2,0,0,13062.092,82008,1530340,0,0,65,12,491,947,21,1,76,3,0
48,18:41:58,2,0,0,13062.516,82008,1529852,0,0,65,12,491,947,21,1,76,3,0
49,18:41:59,2,1,0,13063.176,82016,1529048,0,0,65,12,491,948,21,1,76,3,0
50,18:42:00,2,0,0,13065.68,82016,1525232,0,0,65,12,491,948,21,1,76,3,0
51,18:42:01,2,0,0,13069.248,82016,1524856,0,0,65,12,491,948,21,1,76,3,0
52,18:42:02,3,0,0,13067.296,82016,1528652,0,0,65,12,492,949,21,1,76,3,0
53,18:42:03,2,0,0,13067.144,82016,1528656,0,0,64,12,492,949,21,1,76,3,0
54,18:42:04,2,1,0,13067.6,82024,1527472,0,0,64,12,492,949,21,1,76,3,0
55,18:42:05,4,0,0,13070.112,82024,1524168,0,0,64,12,492,950,21,1,76,2,0
56,18:42:06,2,0,0,13069.912,82024,1524084,0,0,64,12,492,950,21,1,76,2,0
57,18:42:07,4,0,0,13062.584,82024,1530412,0,0,64,12,493,950,21,1,76,2,0
58,18:42:08,4,0,0,13063.244,82024,1529696,0,0,64,12,493,951,21,1,76,2,0
59,18:42:10,2,1,0,13065.232,82032,1528380,0,0,64,12,493,951,21,1,76,2,0
60,18:42:11,2,0,0,13068.02,82032,1524992,0,0,64,12,493,951,21,1,76,2,0
61,18:42:12,2,0,0,13068.54,82032,1524912,0,0,64,12,493,952,21,1,76,2,0
62,18:42:13,2,0,0,13060.928,82032,1530536,0,0,64,12,493,952,21,1,76,2,0
63,18:42:14,3,0,0,13065.308,82032,1529524,0,0,64,12,494,953,21,1,76,2,0
64,18:42:15,2,1,0,13065.348,82040,1528388,0,0,64,12,494,953,21,1,76,2,0
65,18:42:16,4,0,0,13068.872,82040,1525080,0,0,64,12,494,952,21,1,76,2,0
66,18:42:17,2,0,0,13069.564,82040,1524992,0,0,64,12,494,952,21,1,76,2,0
67,18:42:18,2,0,0,13066.836,82040,1529016,0,0,64,12,494,953,21,1,76,2,0
68,18:42:19,4,0,0,13067.38,82040,1528324,0,0,64,12,494,953,21,1,76,2,0
69,18:42:20,2,1,0,13067.536,82048,1528036,0,0,64,12,494,953,21,1,76,2,0
70,18:42:21,2,0,0,13071.612,82048,1524584,0,0,64,12,494,953,21,1,76,2,0
71,18:42:22,2,0,0,13072.96,82048,1524504,0,0,64,12,494,953,21,1,76,2,0
72,18:42:23,3,0,0,13067.436,82048,1529240,0,0,64,12,494,953,21,1,76,2,0
73,18:42:24,2,0,0,13067.02,82048,1529504,0,0,64,12,494,953,21,1,76,2,0
74,18:42:25,2,1,0,13066.68,82056,1529204,0,0,64,12,494,953,21,1,76,2,0
75,18:42:26,2,0,0,13074.36,82056,1524604,0,0,64,12,494,952,21,1,76,2,0
76,18:42:27,5,0,0,13075.452,82056,1524520,0,0,64,12,494,952,21,1,76,2,0
77,18:42:28,2,0,0,13061.996,82056,1528684,0,0,64,12,494,952,21,1,76,2,0
78,18:42:29,3,0,0,13065.156,82056,1528696,0,0,64,12,494,952,21,1,76,2,0
79,18:42:30,4,1,0,13067.892,82064,1528144,0,0,64,12,494,953,21,1,76,2,0
80,18:42:31,2,0,0,13070.4,82064,1524820,0,0,64,12,494,953,21,1,76,2,0
81,18:42:32,2,0,0,13071.92,82064,1524804,0,0,64,12,494,953,21,1,76,2,0
82,18:42:33,2,0,0,13065.188,82064,1531068,0,0,64,12,495,954,21,1,76,2,0
83,18:42:34,4,0,0,13065.344,82064,1530624,0,0,64,12,495,954,21,1,76,2,0
84,18:42:35,2,1,0,13065.34,82072,1529568,0,0,64,12,495,955,21,1,76,2,0
85,18:42:36,2,0,0,13070.292,82072,1525660,0,0,64,12,495,955,21,1,76,2,0
86,18:42:37,2,0,0,13070.592,82072,1525456,0,0,64,12,495,956,21,1,76,2,0
87,18:42:38,2,0,0,13070.168,82072,1529476,0,0,64,12,496,956,21,1,76,2,0
88,18:42:39,2,0,0,13068.9,82072,1529628,0,0,64,12,496,956,21,1,76,2,0
89,18:42:40,2,1,0,13068.756,82080,1528560,0,0,64,12,496,956,21,1,76,2,0
90,18:42:41,2,0,0,13072.736,82080,1525048,0,0,63,12,496,957,21,1,76,2,0
91,18:42:42,6,0,0,13076.304,82080,1524964,0,0,63,12,496,957,21,1,76,2,0
92,18:42:43,2,0,0,13067.024,82080,1528992,0,0,63,12,496,957,21,1,76,2,0
93,18:42:44,3,0,0,13066.824,82080,1528844,0,0,63,12,496,958,21,1,76,2,0
94,18:42:45,2,1,0,13070.152,82088,1528516,0,0,63,12,496,958,21,1,76,2,0
95,18:42:46,2,0,0,13071.884,82088,1525384,0,0,63,12,497,958,21,1,76,2,0
96,18:42:47,5,0,0,13073.008,82088,1525044,0,0,63,12,497,958,21,1,76,2,0
97,18:42:48,2,0,0,13066.916,82088,1531368,0,0,63,12,497,959,21,1,76,2,0
98,18:42:49,4,0,0,13068.672,82088,1530704,0,0,63,12,497,959,21,1,76,2,0
99,18:42:50,2,1,0,13073.632,82096,1527120,0,0,63,12,497,959,21,1,76,2,0
100,18:42:51,4,0,0,13073.688,82096,1526108,0,0,63,12,497,960,21,1,76,2,0
101,18:42:52,2,0,0,13064.028,82096,1529056,0,0,63,12,497,960,21,1,76,2,0
102,18:42:53,2,0,0,13060.86,82096,1531716,0,0,63,12,498,960,21,1,76,2,0
103,18:42:54,3,0,0,13063.312,82096,1530980,0,0,63,12,498,960,21,1,76,2,0
104,18:42:55,2,1,0,13071.328,82104,1526288,0,0,63,12,498,961,21,1,75,2,0
105,18:42:56,2,0,0,13072.624,82104,1526092,0,0,63,12,498,961,21,1,75,2,0
106,18:42:58,2,0,0,13068.232,82104,1529296,0,0,63,12,498,962,21,1,75,2,0
107,18:42:59,4,0,0,13065.256,82104,1531804,0,0,63,12,498,962,21,1,75,2,0
108,18:43:00,2,0,0,13068.12,82104,1530160,0,0,63,12,498,962,21,1,75,2,0
109,18:43:01,2,1,0,13059.256,82112,1526320,0,0,63,12,499,962,21,1,75,2,0
110,18:43:02,4,0,0,13059.912,82112,1526124,0,0,63,12,499,963,21,1,75,2,0
111,18:43:03,2,0,0,13056.344,82112,1529296,0,0,63,12,499,963,21,1,75,2,0
112,18:43:04,2,0,0,13055.032,82112,1530092,0,0,63,12,499,963,21,1,75,2,0
113,18:43:05,2,0,0,13065.84,82112,1528964,0,0,63,12,499,964,21,1,75,2,0
114,18:43:06,3,1,0,13069.452,82120,1525504,0,0,63,12,499,964,21,1,75,2,0
115,18:43:07,2,0,0,13070.616,82120,1525432,0,0,63,12,499,964,21,1,75,2,0
116,18:43:08,4,0,0,13067.8,82120,1528844,0,0,63,12,500,964,21,1,75,2,0
117,18:43:09,2,0,0,13064.792,82120,1531772,0,0,63,12,500,965,21,1,75,2,0
118,18:43:10,2,0,0,13065.704,82120,1530188,0,0,63,12,500,965,21,1,75,2,0
119,18:43:11,3,1,0,13072.9,82128,1526556,0,0,63,12,500,965,21,1,75,2,0
120,18:43:12,2,0,0,13072.748,82128,1526148,0,0,63,12,500,965,21,1,75,2,0
121,18:43:13,2,0,0,13061.288,82128,1531252,0,0,63,12,500,966,21,1,75,2,0
122,18:43:14,2,0,0,13060.912,82128,1531408,0,0,63,12,500,966,21,1,75,2,0
123,18:43:15,4,0,0,13063.308,82144,1530536,0,0,63,12,501,966,21,1,75,2,0
124,18:43:16,3,0,0,13066.44,82144,1527540,0,0,63,12,501,967,21,1,75,2,0
125,18:43:17,2,0,0,13067.088,82144,1526372,0,0,63,12,501,967,21,1,75,2,0
126,18:43:18,3,0,0,13063.02,82144,1529984,0,0,63,12,501,967,21,1,75,2,0
127,18:43:19,2,0,0,13066.74,82144,1530348,0,0,63,12,501,967,21,1,75,2,0
128,18:43:20,2,0,0,13067.92,82152,1529272,0,0,62,12,501,968,21,1,75,2,0
129,18:43:21,2,0,0,13071.392,82152,1525956,0,0,62,12,501,968,21,1,75,2,0
130,18:43:22,3,0,0,13072.488,82152,1525948,0,0,62,12,501,968,21,1,75,2,0
131,18:43:23,2,0,0,13067.072,82152,1529512,0,0,62,12,501,968,21,1,75,2,0
132,18:43:24,2,0,0,13066.988,82152,1529720,0,0,62,12,501,968,21,1,75,2,0
133,18:43:25,2,0,0,13066.268,82168,1529376,0,0,62,12,502,968,21,1,75,2,0
134,18:43:26,3,0,0,13069.276,82168,1526304,0,0,62,12,502,968,21,1,75,2,0
135,18:43:27,2,0,0,13069.976,82168,1526028,0,0,62,12,502,968,21,1,75,2,0
136,18:43:28,2,0,0,13066.68,82168,1529696,0,0,62,12,502,968,21,1,75,2,0
137,18:43:29,2,0,0,13069.052,82168,1529868,0,0,62,12,502,968,21,1,75,2,0
