,timestamp,mem_total,mem_used,mem_free,mem_shared,mem_cache,mem_available,swap_total,swap_used,swap_free
0,22:05:22,16229432,2719628,11751772,248468,1758032,13286.801408,2097148,0,2097148
1,22:05:23,16229432,2719212,11755356,245272,1754864,13290.500096,2097148,0,2097148
2,22:05:24,16229432,2714928,11761948,242920,1752556,13297.291264,2097148,0,2097148
3,22:05:25,16229432,2716216,11757148,246396,1756068,13292.412928,2097148,0,2097148
4,22:05:26,16229432,2716484,11756764,246468,1756184,13292.064768,2097148,0,2097148
5,22:05:27,16229432,2716932,11756764,246000,1755736,13292.085248,2097148,0,2097148
6,22:05:29,16229432,2712948,11763820,242900,1752664,13299.339264,2097148,0,2097148
7,22:05:30,16229432,2712172,11762164,245292,1755096,13297.68448,2097148,0,2097148
8,22:05:31,16229432,2713780,11759988,245828,1755664,13295.489023999999,2097148,0,2097148
9,22:05:32,16229432,2712880,11761020,245656,1755532,13296.586752,2097148,0,2097148
10,22:05:33,16229432,2713368,11764156,242016,1751908,13299.8144,2097148,0,2097148
11,22:05:35,16229432,2712204,11765212,242084,1752016,13300.928511999999,2097148,0,2097148
12,22:05:36,16229432,2715924,11757796,245752,1755712,13293.371392,2097148,0,2097148
13,22:05:37,16229432,2711428,11762160,245864,1755844,13297.860607999999,2097148,0,2097148
14,22:05:38,16229432,2758248,11718980,242196,1752204,13253.67296,2097148,0,2097148
15,22:05:39,16229432,2832272,11644932,242184,1752228,13177.884672,2097148,0,2097148
16,22:05:40,16229432,2913204,11560528,245496,1755700,13091.622911999999,2097148,0,2097148
17,22:05:42,16229432,3028428,11444880,245896,1756124,12973.223936,2097148,0,2097148
18,22:05:43,16229432,3175732,11298080,245364,1755620,12822.929408,2097148,0,2097148
19,22:05:44,16229432,3283636,11190468,245028,1755328,12712.779776,2097148,0,2097148
20,22:05:45,16229432,3364540,11112476,242088,1752416,12632.94464,2097148,0,2097148
21,22:05:46,16229432,3465808,11004960,248296,1758664,12522.885119999999,2097148,0,2097148
22,22:05:47,16229432,3567692,10904244,247100,1757496,12419.780608,2097148,0,2097148
23,22:05:49,16229432,3671288,10800976,246740,1757168,12314.066944,2097148,0,2097148
24,22:05:50,16229432,3734872,10740224,243880,1754336,12251.885568,2097148,0,2097148
25,22:05:51,16229432,3788908,10683196,246840,1757328,12193.517568,2097148,0,2097148
26,22:05:52,16229432,3793704,10678492,246696,1757236,12188.758016,2097148,0,2097148
27,22:05:53,16229432,3792212,10680880,245784,1756340,12191.215616,2097148,0,2097148
28,22:05:55,16229432,3792676,10683768,242404,1752988,12194.2016,2097148,0,2097148
29,22:05:56,16229432,3793468,10680196,245140,1755768,12190.580736,2097148,0,2097148
30,22:05:57,16229432,3804152,10668668,245948,1756612,12178.812928,2097148,0,2097148
31,22:05:58,16229432,3803004,10669244,246488,1757184,12179.431424,2097148,0,2097148
32,22:05:59,16229432,3804832,10667728,246152,1756872,12177.903616,2097148,0,2097148
33,22:06:00,16229432,3805312,10671252,242120,1752868,12181.54496,2097148,0,2097148
34,22:06:02,16229432,3803544,10669420,245672,1756468,12179.714048,2097148,0,2097148
35,22:06:03,16229432,3804600,10668088,245912,1756744,12178.391039999999,2097148,0,2097148
36,22:06:04,16229432,3800724,10672300,245548,1756408,12182.7328,2097148,0,2097148
37,22:06:05,16229432,3802312,10674076,242156,1753044,12184.580096,2097148,0,2097148
38,22:06:06,16229432,3809356,10663932,245216,1756144,12174.2336,2097148,0,2097148
39,22:06:07,16229432,3810584,10661956,245936,1756892,12172.234752,2097148,0,2097148
40,22:06:09,16229432,3810520,10662156,245772,1756756,12172.468224,2097148,0,2097148
41,22:06:10,16229432,3811016,10661740,245664,1756676,12172.070912,2097148,0,2097148
42,22:06:11,16229432,3807580,10668260,242548,1753592,12178.78016,2097148,0,2097148
43,22:06:12,16229432,3807688,10664944,245716,1756800,12175.425535999999,2097148,0,2097148
44,22:06:13,16229432,3808312,10661908,248108,1759212,12172.337152,2097148,0,2097148
45,22:06:14,16229432,3806736,10664500,247064,1758196,12175.020032,2097148,0,2097148
46,22:06:16,16229432,3805400,10669104,243764,1754928,12179.767296,2097148,0,2097148
47,22:06:17,16229432,3807060,10664568,246612,1757804,12175.151103999999,2097148,0,2097148
48,22:06:18,16229432,3809912,10661128,247160,1758392,12171.669504,2097148,0,2097148
49,22:06:19,16229432,3810540,10660496,247128,1758396,12171.055104,2097148,0,2097148
50,22:06:20,16229432,3809708,10662336,246088,1757388,12172.972032,2097148,0,2097148
51,22:06:22,16229432,3807672,10667508,242916,1754252,12178.300927999999,2097148,0,2097148
