,timestamp,CONTAINER ID,source,id,CPU (%),MEM USAGE,LIMIT,MEM %,NET IN,NET OUT,BLOCK IN,BLOCK OUT,PIDS
0,23:08:02,a5844feb8515,docker_redis_15,15,0.21,1.749024768,419.4304,0.42%,0.00328,0.0,0.442,0.0,4
1,23:08:02,5bd0cfa65072,docker_redis_14,14,0.18,1.59383552,419.4304,0.38%,0.00266,0.0,0.0,0.0,4
2,23:08:02,9240b5e4bab4,docker_redis_8,8,0.20,1.613758464,419.4304,0.38%,0.00328,0.0,0.041,0.0,4
3,23:08:02,3c2f5a7ff022,docker_redis_5,5,0.20,1.589641216,419.4304,0.38%,0.00266,0.0,0.0,0.0,4
4,23:08:02,603f723f10c2,docker_redis_1,1,0.22,1.691353088,419.4304,0.40%,0.00328,0.0,0.422,0.0,4
5,23:08:02,78eaae35837c,docker_redis_11,11,0.18,1.716518912,419.4304,0.41%,0.00266,0.0,0.127,0.0,4
6,23:08:02,022a3ebfe8e0,docker_redis_4,4,0.17,1.589641216,419.4304,0.38%,0.00245,0.0,0.0,0.0,4
7,23:08:02,f580388335f5,docker_redis_10,10,0.21,2.1705523199999996,419.4304,0.52%,0.00348,0.0,0.877,0.0,4
8,23:08:02,53d50394e494,docker_redis_7,7,0.21,1.59383552,419.4304,0.38%,0.00304,0.0,0.147,0.0,4
9,23:08:02,caec6a4bea2f,docker_redis_13,13,0.21,1.613758464,419.4304,0.38%,0.00328,0.0,0.16,0.0,4
10,23:08:02,15d990f31daf,docker_redis_6,6,0.17,1.59383552,419.4304,0.38%,0.00256,0.0,0.0,0.0,4
11,23:08:02,6badde0ba56a,docker_redis_9,9,0.17,1.5969812479999999,419.4304,0.38%,0.00266,0.0,0.0,0.0,4
12,23:08:02,8828bdc49ba9,docker_redis_3,3,0.18,1.589641216,419.4304,0.38%,0.00256,0.0,0.0,0.0,4
13,23:08:02,83af6e7a6852,docker_redis_2,2,0.22,1.749024768,419.4304,0.42%,0.00341,0.0,0.602,0.0,4
14,23:08:02,2d3308a01c8f,docker_redis_12,12,0.22,1.957691392,419.4304,0.47%,0.00341,0.0,0.578,0.0,4
15,23:08:03,a5844feb8515,docker_redis_15,15,0.21,1.749024768,419.4304,0.42%,0.00335,0.0,0.442,0.0,4
16,23:08:03,5bd0cfa65072,docker_redis_14,14,0.17,1.59383552,419.4304,0.38%,0.00266,0.0,0.0,0.0,4
17,23:08:03,9240b5e4bab4,docker_redis_8,8,0.21,1.613758464,419.4304,0.38%,0.00335,0.0,0.041,0.0,4
18,23:08:03,3c2f5a7ff022,docker_redis_5,5,0.16,1.589641216,419.4304,0.38%,0.00266,0.0,0.0,0.0,4
19,23:08:03,603f723f10c2,docker_redis_1,1,0.20,1.691353088,419.4304,0.40%,0.00335,0.0,0.422,0.0,4
20,23:08:03,78eaae35837c,docker_redis_11,11,0.18,1.716518912,419.4304,0.41%,0.00266,0.0,0.127,0.0,4
21,23:08:03,022a3ebfe8e0,docker_redis_4,4,0.19,1.589641216,419.4304,0.38%,0.00256,0.0,0.0,0.0,4
22,23:08:03,f580388335f5,docker_redis_10,10,0.22,2.1705523199999996,419.4304,0.52%,0.00348,0.0,0.877,0.0,4
23,23:08:03,53d50394e494,docker_redis_7,7,0.20,1.59383552,419.4304,0.38%,0.00304,0.0,0.147,0.0,4
24,23:08:03,caec6a4bea2f,docker_redis_13,13,0.19,1.7448304639999999,419.4304,0.42%,0.00335,0.0,0.16,0.0,4
25,23:08:03,15d990f31daf,docker_redis_6,6,0.18,1.59383552,419.4304,0.38%,0.00256,0.0,0.0,0.0,4
26,23:08:03,6badde0ba56a,docker_redis_9,9,0.18,1.5969812479999999,419.4304,0.38%,0.00266,0.0,0.0,0.0,4
27,23:08:03,8828bdc49ba9,docker_redis_3,3,0.20,1.589641216,419.4304,0.38%,0.00256,0.0,0.0,0.0,4
28,23:08:03,83af6e7a6852,docker_redis_2,2,0.21,1.749024768,419.4304,0.42%,0.00348,0.0,0.602,0.0,4
29,23:08:03,2d3308a01c8f,docker_redis_12,12,0.22,1.957691392,419.4304,0.47%,0.00348,0.0,0.578,0.0,4
30,23:08:04,a5844feb8515,docker_redis_15,15,0.18,1.749024768,419.4304,0.42%,0.00335,0.0,0.442,0.0,4
31,23:08:04,5bd0cfa65072,docker_redis_14,14,0.17,1.59383552,419.4304,0.38%,0.00266,0.0,0.0,0.0,4
32,23:08:04,9240b5e4bab4,docker_redis_8,8,0.18,1.613758464,419.4304,0.38%,0.00335,0.0,0.041,0.0,4
33,23:08:04,3c2f5a7ff022,docker_redis_5,5,0.18,1.589641216,419.4304,0.38%,0.00266,0.0,0.0,0.0,4
34,23:08:04,603f723f10c2,docker_redis_1,1,0.18,1.691353088,419.4304,0.40%,0.00335,0.0,0.422,0.0,4
35,23:08:04,78eaae35837c,docker_redis_11,11,0.16,1.716518912,419.4304,0.41%,0.00266,0.0,0.127,0.0,4
36,23:08:04,022a3ebfe8e0,docker_redis_4,4,0.17,1.589641216,419.4304,0.38%,0.00256,0.0,0.0,0.0,4
37,23:08:04,f580388335f5,docker_redis_10,10,0.18,2.1705523199999996,419.4304,0.52%,0.00348,0.0,0.877,0.0,4
38,23:08:04,53d50394e494,docker_redis_7,7,0.17,1.589641216,419.4304,0.38%,0.00311,0.0,0.147,0.0,4
39,23:08:04,caec6a4bea2f,docker_redis_13,13,0.14,1.613758464,419.4304,0.38%,0.00335,0.0,0.16,0.0,4
40,23:08:04,15d990f31daf,docker_redis_6,6,0.18,1.59383552,419.4304,0.38%,0.00256,0.0,0.0,0.0,4
41,23:08:04,6badde0ba56a,docker_redis_9,9,0.17,1.5969812479999999,419.4304,0.38%,0.00266,0.0,0.0,0.0,4
42,23:08:04,8828bdc49ba9,docker_redis_3,3,0.18,1.589641216,419.4304,0.38%,0.00256,0.0,0.0,0.0,4
43,23:08:04,83af6e7a6852,docker_redis_2,2,0.19,1.749024768,419.4304,0.42%,0.00348,0.0,0.602,0.0,4
44,23:08:04,2d3308a01c8f,docker_redis_12,12,0.18,1.957691392,419.4304,0.47%,0.00348,0.0,0.578,0.0,4
45,23:08:05,a5844feb8515,docker_redis_15,15,0.16,1.749024768,419.4304,0.42%,0.00346,0.0,0.442,0.0,4
46,23:08:05,5bd0cfa65072,docker_redis_14,14,0.18,1.59383552,419.4304,0.38%,0.00266,0.0,0.0,0.0,4
47,23:08:05,9240b5e4bab4,docker_redis_8,8,0.19,1.613758464,419.4304,0.38%,0.00335,0.0,0.041,0.0,4
48,23:08:05,3c2f5a7ff022,docker_redis_5,5,0.19,1.589641216,419.4304,0.38%,0.00266,0.0,0.0,0.0,4
