,"OVERALL, RunTime(ms)","OVERALL, Throughput(ops/sec)","TOTAL_GCS_G1_Young_Generation, Count","TOTAL_GC_TIME_G1_Young_Generation, Time(ms)","TOTAL_GC_TIME_%_G1_Young_Generation, Time(%)","TOTAL_GCS_G1_Old_Generation, Count","TOTAL_GC_TIME_G1_Old_Generation, Time(ms)","TOTAL_GC_TIME_%_G1_Old_Generation, Time(%)","TOTAL_GCs, Count","TOTAL_GC_TIME, Time(ms)","TOTAL_GC_TIME_%, Time(%)","READ, Operations","READ, AverageLatency(us)","READ, MinLatency(us)","READ, MaxLatency(us)","READ, 95thPercentileLatency(us)","READ, 99thPercentileLatency(us)","READ, Return=OK","READ, Return=ERROR","CLEANUP, Operations","CLEANUP, AverageLatency(us)","CLEANUP, MinLatency(us)","CLEANUP, MaxLatency(us)","CLEANUP, 95thPercentileLatency(us)","CLEANUP, 99thPercentileLatency(us)","INSERT, Operations","INSERT, AverageLatency(us)","INSERT, MinLatency(us)","INSERT, MaxLatency(us)","INSERT, 95thPercentileLatency(us)","INSERT, 99thPercentileLatency(us)","INSERT, Return=OK","READ-FAILED, Operations","READ-FAILED, AverageLatency(us)","READ-FAILED, MinLatency(us)","READ-FAILED, MaxLatency(us)","READ-FAILED, 95thPercentileLatency(us)","READ-FAILED, 99thPercentileLatency(us)"
0,6209.0,161.05653084232566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,4296.275862068966,2120.0,7755.0,6483.0,6915.0,87.0,443.0,1.0,1295.0,1295.0,1295.0,1295.0,1295.0,470.0,8297.965957446808,4304.0,17119.0,11183.0,12895.0,470.0,443.0,4103.591422121896,1870.0,8631.0,5819.0,6991.0
1,8440.0,118.48341232227489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,9259.927710843374,2088.0,140927.0,7195.0,140543.0,83.0,400.0,1.0,1383.0,1383.0,1383.0,1383.0,1383.0,517.0,10556.261121856867,3960.0,211583.0,11631.0,134143.0,517.0,400.0,5239.65,1888.0,139903.0,6455.0,11903.0
2,6568.0,152.25334957369063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,4557.619047619048,3158.0,7923.0,6655.0,7599.0,84.0,422.0,1.0,2989.0,2988.0,2989.0,2989.0,2989.0,494.0,8661.457489878543,4256.0,13687.0,11303.0,12671.0,494.0,422.0,4239.575829383886,2072.0,16367.0,5743.0,7875.0
